Senate Vote #15 1789-09-09T00:00:00 - TO RECONSIDER AN AMENDMENT TO THE CONSTITUTIONAL AMENDMENT RESOLUTION, TO RESTORE CERTAIN WORDS TO THE TENTH ARTICLE REGARDING TRIALS OF NAVAL CREWS.
401222,DE,,Yea,Richard Bassett,Anti-Administration
402128,SC,,Not Voting,Pierce Butler,Democratic Republican
402332,MD,,Nay,Charles “of Carrollton” Carroll,Pro-Administration
403156,MA,,Yea,Tristram Dalton,Pro-Administration
403838,CT,,Nay,Oliver Ellsworth,Pro-Administration
403846,NJ,,Not Voting,Jonathan Elmer,Pro-Administration
404057,GA,,Not Voting,William Few,Anti-Administration
404753,VA,,Yea,William Grayson,Anti-Administration
404870,GA,,Yea,James Gunn,Federalist
405370,MD,,Yea,John Henry,Pro-Administration
406077,CT,,Nay,William Johnson,Pro-Administration
406372,NY,,Nay,Rufus King,Federalist
406576,NH,,Not Voting,John Langdon,Democratic Republican
406704,VA,,Yea,Richard Lee,Anti-Administration
407058,PA,,Not Voting,William Maclay,Anti-Administration
407953,PA,,Nay,Robert Morris,Pro-Administration
408510,NJ,,Yea,William Paterson,Pro-Administration
409071,DE,,Nay,George Read,Pro-Administration
409661,NY,,Yea,Philip Schuyler,Pro-Administration
410466,MA,,Not Voting,Caleb Strong,Pro-Administration
411787,NH,,Nay,Paine Wingate,Anti-Administration
412129,SC,,Nay,Ralph Izard,Pro-Administration
