Senate Vote #10 1789-08-28T00:00:00 - TO AMEND THE COMPENSATION BILL TO REDUCE THE COMPENSATION TO THE SENATORS FROM SIX DOLLARS TO FIVE.
401222,DE,,Nay,Richard Bassett,Anti-Administration
402128,SC,,Nay,Pierce Butler,Democratic Republican
402332,MD,,Nay,Charles “of Carrollton” Carroll,Pro-Administration
403156,MA,,Nay,Tristram Dalton,Pro-Administration
403838,CT,,Nay,Oliver Ellsworth,Pro-Administration
403846,NJ,,Yea,Jonathan Elmer,Pro-Administration
404057,GA,,Nay,William Few,Anti-Administration
404753,VA,,Not Voting,William Grayson,Anti-Administration
404870,GA,,Nay,James Gunn,Federalist
405370,MD,,Nay,John Henry,Pro-Administration
406077,CT,,Nay,William Johnson,Pro-Administration
406372,NY,,Nay,Rufus King,Federalist
406576,NH,,Not Voting,John Langdon,Democratic Republican
406704,VA,,Nay,Richard Lee,Anti-Administration
407058,PA,,Yea,William Maclay,Anti-Administration
407953,PA,,Nay,Robert Morris,Pro-Administration
408510,NJ,,Not Voting,William Paterson,Pro-Administration
409071,DE,,Nay,George Read,Pro-Administration
409661,NY,,Yea,Philip Schuyler,Pro-Administration
410466,MA,,Not Voting,Caleb Strong,Pro-Administration
411787,NH,,Yea,Paine Wingate,Anti-Administration
412129,SC,,Nay,Ralph Izard,Pro-Administration
