Senate Vote #14 1789-09-07T00:00:00 - TO INSIST ON THE SENATE AMENDMENT TO THE COMPENSATION BILL, THAT NO SENATOR SHALL RECEIVE MORE THAN $6.00 PER DAY FROM THE END OF ONE SESSION TO THE NEXT.
401222,DE,,Yea,Richard Bassett,Anti-Administration
402128,SC,,Yea,Pierce Butler,Democratic Republican
402332,MD,,Nay,Charles “of Carrollton” Carroll,Pro-Administration
403156,MA,,Yea,Tristram Dalton,Pro-Administration
403838,CT,,Yea,Oliver Ellsworth,Pro-Administration
403846,NJ,,Nay,Jonathan Elmer,Pro-Administration
404057,GA,,Not Voting,William Few,Anti-Administration
404753,VA,,Not Voting,William Grayson,Anti-Administration
404870,GA,,Yea,James Gunn,Federalist
405370,MD,,Yea,John Henry,Pro-Administration
406077,CT,,Yea,William Johnson,Pro-Administration
406372,NY,,Yea,Rufus King,Federalist
406576,NH,,Not Voting,John Langdon,Democratic Republican
406704,VA,,Yea,Richard Lee,Anti-Administration
407058,PA,,Not Voting,William Maclay,Anti-Administration
407953,PA,,Yea,Robert Morris,Pro-Administration
408510,NJ,,Nay,William Paterson,Pro-Administration
409071,DE,,Yea,George Read,Pro-Administration
409661,NY,,Nay,Philip Schuyler,Pro-Administration
410466,MA,,Not Voting,Caleb Strong,Pro-Administration
411787,NH,,Nay,Paine Wingate,Anti-Administration
412129,SC,,Yea,Ralph Izard,Pro-Administration
