Senate Vote #6 1789-08-18T00:00:00 - TO AMEND THE ACT (1 STAT 54, APP. 8-20-1789), TO PROVIDE FOR THE EXPENSES OF NEGOTIATIONS OR TREATIES WITH THE INDIAN TRIBES, AND THE APPOINTMENT OF COMMISSIONERS; SO AS TO CHANGE THE LIMIT OF THE SUM TO BE EXPENDED IN NEGOTIATING A TREATY WITH THE INDIANS, FROM, $40,000 TO $20,000.
401222,DE,,Not Voting,Richard Bassett,Anti-Administration
402128,SC,,Nay,Pierce Butler,Democratic Republican
402332,MD,,Yea,Charles “of Carrollton” Carroll,Pro-Administration
403156,MA,,Yea,Tristram Dalton,Pro-Administration
403838,CT,,Yea,Oliver Ellsworth,Pro-Administration
403846,NJ,,Yea,Jonathan Elmer,Pro-Administration
404057,GA,,Nay,William Few,Anti-Administration
404753,VA,,Not Voting,William Grayson,Anti-Administration
404870,GA,,Nay,James Gunn,Federalist
405370,MD,,Yea,John Henry,Pro-Administration
406077,CT,,Yea,William Johnson,Pro-Administration
406372,NY,,Yea,Rufus King,Federalist
406576,NH,,Yea,John Langdon,Democratic Republican
406704,VA,,Nay,Richard Lee,Anti-Administration
407058,PA,,Nay,William Maclay,Anti-Administration
407953,PA,,Nay,Robert Morris,Pro-Administration
408510,NJ,,Not Voting,William Paterson,Pro-Administration
409071,DE,,Yea,George Read,Pro-Administration
409661,NY,,Yea,Philip Schuyler,Pro-Administration
410466,MA,,Yea,Caleb Strong,Pro-Administration
411787,NH,,Yea,Paine Wingate,Anti-Administration
412129,SC,,Nay,Ralph Izard,Pro-Administration
