House Vote #27 1789-09-15T00:00:00 - TO AMEND S. 1, AN ACT TO ESTABLISH THE JUDICIAL COURTS OF THE U.S.; BY PROVIDING TO ESTABLISH A COURT IN CHESTERTOWN, RATHER THAN EASTOWN.
400829,MA,1,Not Voting,Fisher Ames,Federalist
400951,NC,1,Not Voting,John Ashe,
401086,GA,2,Nay,Abraham Baldwin,Democratic Republican
401379,NY,3,Yea,Egbert Benson,Federalist
401521,VA,9,Nay,Theodorick Bland,
401537,NC,3,Not Voting,Timothy Bloodworth,
401623,NJ,-1,Not Voting,Elias Boudinot,
401631,RI,1,Not Voting,Benjamin Bourne,Federalist
401881,VA,-1,Nay,John Brown,
402032,SC,2,Not Voting,Aedanus Burke,
402174,NJ,-1,Nay,Lambert Cadwalader,
402334,MD,6,Nay,Daniel Carroll,
402671,PA,-1,Not Voting,George Clymer,
402753,VA,6,Not Voting,Isaac Coles,Republican
402834,MD,3,Nay,Benjamin Contee,
404133,PA,-1,Nay,Thomas Fitzsimons,
404179,NY,1,Yea,William Floyd,
404246,NH,-1,Nay,Abiel Foster,Federalist
404389,MD,5,Nay,George Gale,
404507,MA,3,Yea,Elbridge Gerry,
404577,NH,-1,Nay,Nicholas Gilman,Democratic Republican
404647,MA,2,Yea,Benjamin Goodhue,Federalist
404811,VA,10,Nay,Samuel Griffin,
404845,MA,8,Not Voting,Jonathan Grout,
405172,PA,-1,Yea,Thomas Hartley,Federalist
405217,NY,4,Nay,John Hathorn,Republican
405432,PA,-1,Yea,Daniel Hiester,Republican
405761,SC,3,Not Voting,Daniel Huger,
405835,CT,-1,Not Voting,Benjamin Huntington,
405923,GA,1,Not Voting,James Jackson,Republican
406626,NY,2,Yea,John Laurance,
406703,VA,4,Nay,Richard Lee,
406749,MA,7,Not Voting,George Leonard,Federalist
406856,NH,-1,Yea,Samuel Livermore,Federalist
407071,VA,5,Nay,James Madison,Republican
407252,GA,3,Nay,George Mathews,
407863,VA,3,Yea,Andrew Moore,Democratic Republican
408029,PA,-1,Not Voting,Frederick Muhlenberg,Pro-administration
408032,PA,-1,Yea,John Muhlenberg,
408429,VA,7,Nay,John Page,Republican
408475,VA,8,Yea,Josiah Parker,Federalist
408502,MA,5,Not Voting,George Partridge,
409657,NJ,-1,Nay,James Schureman,Federalist
409691,PA,-1,Yea,Thomas Scott,
409727,MA,4,Not Voting,Theodore Sedgwick,Federalist
409746,MD,2,Yea,Joshua Seney,
409758,NC,5,Not Voting,John Sevier,Republican
409845,CT,-1,Nay,Roger Sherman,Pro-Administration
409906,NY,5,Yea,Peter Silvester,
409941,NJ,-1,Nay,Thomas Sinnickson,Federalist
410099,MD,4,Yea,William Smith,
410107,SC,1,Yea,William Smith,Federalist
410296,NC,4,Not Voting,John Steele,
410420,MD,1,Nay,Michael Stone,
410501,CT,-1,Not Voting,Jonathan Sturges,
410527,SC,4,Nay,Thomas Sumter,
410723,MA,6,Yea,George Thatcher,Federalist
410958,CT,-1,Yea,Jonathan Trumbull Jr.,Federalist
410972,SC,5,Not Voting,Thomas Tucker,
411095,NY,6,Nay,Jeremiah Van Rensselaer,
411159,DE,0,Yea,John Vining,Pro-Administration
411192,CT,-1,Not Voting,Jeremiah Wadsworth,
411514,VA,1,Nay,Alexander White,
411707,NC,2,Not Voting,Hugh Williamson,Federalist
411931,PA,-1,Yea,Henry Wynkoop,
