House Vote #21 1789-09-07T00:00:00 - TO AMEND THE SEAT OF GOVERNMENT RESOLUTION, TO MOVE THE TEMPORARY SEAT TO PHILADELPHIA, INSTEAD OF NEW YORK.
400829,MA,1,Nay,Fisher Ames,Federalist
400951,NC,1,Not Voting,John Ashe,
401086,GA,2,Yea,Abraham Baldwin,Democratic Republican
401379,NY,3,Nay,Egbert Benson,Federalist
401521,VA,9,Nay,Theodorick Bland,
401537,NC,3,Not Voting,Timothy Bloodworth,
401623,NJ,-1,Yea,Elias Boudinot,
401631,RI,1,Not Voting,Benjamin Bourne,Federalist
401881,VA,-1,Yea,John Brown,
402032,SC,2,Yea,Aedanus Burke,
402174,NJ,-1,Yea,Lambert Cadwalader,
402334,MD,6,Yea,Daniel Carroll,
402671,PA,-1,Nay,George Clymer,
402753,VA,6,Yea,Isaac Coles,Republican
402834,MD,3,Yea,Benjamin Contee,
404133,PA,-1,Nay,Thomas Fitzsimons,
404179,NY,1,Nay,William Floyd,
404246,NH,-1,Nay,Abiel Foster,Federalist
404389,MD,5,Yea,George Gale,
404507,MA,3,Nay,Elbridge Gerry,
404577,NH,-1,Nay,Nicholas Gilman,Democratic Republican
404647,MA,2,Nay,Benjamin Goodhue,Federalist
404811,VA,10,Yea,Samuel Griffin,
404845,MA,8,Nay,Jonathan Grout,
405172,PA,-1,Nay,Thomas Hartley,Federalist
405217,NY,4,Nay,John Hathorn,Republican
405432,PA,-1,Yea,Daniel Hiester,Republican
405761,SC,3,Not Voting,Daniel Huger,
405835,CT,-1,Not Voting,Benjamin Huntington,
405923,GA,1,Yea,James Jackson,Republican
406626,NY,2,Nay,John Laurance,
406703,VA,4,Yea,Richard Lee,
406749,MA,7,Not Voting,George Leonard,Federalist
406856,NH,-1,Nay,Samuel Livermore,Federalist
407071,VA,5,Yea,James Madison,Republican
407252,GA,3,Yea,George Mathews,
407863,VA,3,Yea,Andrew Moore,Democratic Republican
408029,PA,-1,Not Voting,Frederick Muhlenberg,Pro-administration
408032,PA,-1,Nay,John Muhlenberg,
408429,VA,7,Yea,John Page,Republican
408475,VA,8,Yea,Josiah Parker,Federalist
408502,MA,5,Nay,George Partridge,
409657,NJ,-1,Not Voting,James Schureman,Federalist
409691,PA,-1,Nay,Thomas Scott,
409727,MA,4,Not Voting,Theodore Sedgwick,Federalist
409746,MD,2,Nay,Joshua Seney,
409758,NC,5,Not Voting,John Sevier,Republican
409845,CT,-1,Nay,Roger Sherman,Pro-Administration
409906,NY,5,Nay,Peter Silvester,
409941,NJ,-1,Yea,Thomas Sinnickson,Federalist
410099,MD,4,Nay,William Smith,
410107,SC,1,Nay,William Smith,Federalist
410296,NC,4,Not Voting,John Steele,
410420,MD,1,Yea,Michael Stone,
410501,CT,-1,Not Voting,Jonathan Sturges,
410527,SC,4,Yea,Thomas Sumter,
410723,MA,6,Nay,George Thatcher,Federalist
410958,CT,-1,Nay,Jonathan Trumbull Jr.,Federalist
410972,SC,5,Nay,Thomas Tucker,
411095,NY,6,Nay,Jeremiah Van Rensselaer,
411159,DE,0,Yea,John Vining,Pro-Administration
411192,CT,-1,Nay,Jeremiah Wadsworth,
411514,VA,1,Not Voting,Alexander White,
411707,NC,2,Not Voting,Hugh Williamson,Federalist
411931,PA,-1,Nay,Henry Wynkoop,
